ProductID;AvailableQuantity;NetPrice;EuropeanArticleNumber;NetRetailPrice;Description;GrossMass;ManufacturerPartNumber;CategoryText1;ManufacturerName
"3707425";0;206.7;"8715946668062";;"EPSON Singlepack Light Cyan T44J540 UltraChrome PRO 12 700ml";1.000;"C13T44J540";"Impressão, Digitalização e Consumíveis";"EPSON"
"3707426";0;208.26;"8715946668079";;"EPSON Singlepack Vivid Light Magenta T44J640 UltraChrome PRO 12 700ml";1.040;"C13T44J640";"Impressão, Digitalização e Consumíveis";"EPSON"
"3707427";0;206.7;"8715946668086";;"EPSON 5LB Singlepack Light Black T44J740 UltraChrome PRO 12 700ml";1.030;"C13T44J740";"Impressão, Digitalização e Consumíveis";"EPSON"
"3707428";0;208.26;"8715946668093";;"EPSON Singlepack Matte Black T44J840 UltraChrome PRO 12 700ml";1.040;"C13T44J840";"Impressão, Digitalização e Consumíveis";"EPSON"
"3707429";0;206.7;"8715946668703";;"EPSON 1LB Singlepack Light Gray T44J940 UltraChrome PRO 12 700ml";1.030;"C13T44J940";"Impressão, Digitalização e Consumíveis";"EPSON"
"3709070";0;206.7;"8715946668710";;"EPSON 5LB Singlepack Orange T44JA40 UltraChrome PRO 12 700ml";1.040;"C13T44JA40";"Impressão, Digitalização e Consumíveis";"EPSON"
"3709071";0;206.7;"8715946668727";;"EPSON 4LB T44JB40 Singlepack Green UltraChrome";1.040;"C13T44JB40";"Impressão, Digitalização e Consumíveis";"EPSON"
"3709072";0;206.7;"8715946668734";;"EPSON 1LB Singlepack Violet T44JD40 UltraChrome PRO 12 700ml";1.040;"C13T44JD40";"Impressão, Digitalização e Consumíveis";"EPSON"
"3709074";0;114.34;"8715946668741";;"EPSON Singlepack Photo Black C13T44Q140 UltraChrome PRO 12 350ml";0.580;"C13T44Q140";"Impressão, Digitalização e Consumíveis";"EPSON"
"3709076";0;114.34;"8715946668758";;"EPSON Singlepack Cyan T44Q240 UltraChrome PRO 12 350ml";0.570;"C13T44Q240";"Impressão, Digitalização e Consumíveis";"EPSON"
"3709079";0;114.34;"8715946668772";;"EPSON Singlepack Yellow T44Q440 UltraChrome PRO 12 350ml";0.570;"C13T44Q440";"Impressão, Digitalização e Consumíveis";"EPSON"
"3709120";0;114.34;"8715946668789";;"EPSON Singlepack Light Cyan T44Q540 UltraChrome PRO 12 350ml";0.570;"C13T44Q540";"Impressão, Digitalização e Consumíveis";"EPSON"
"3709121";0;115.21;"8715946668796";;"EPSON Singlepack Vivid Light Magenta T44Q640 UltraChrome PRO 12 350ml";0.570;"C13T44Q640";"Impressão, Digitalização e Consumíveis";"EPSON"
"3709122";0;114.34;"8715946668802";;"EPSON Singlepack Gray T44Q740 UltraChrome PRO 12 350ml";0.570;"C13T44Q740";"Impressão, Digitalização e Consumíveis";"EPSON"
"3709123";0;115.21;"8715946668819";;"EPSON Singlepack Matte Black C13T44Q840 UltraChrome PRO 12 350ml";0.580;"C13T44Q840";"Impressão, Digitalização e Consumíveis";"EPSON"
"3709124";0;114.34;"8715946668826";;"EPSON Singlepack Light Gray T44Q940 UltraChrome PRO 12 350ml";0.570;"C13T44Q940";"Impressão, Digitalização e Consumíveis";"EPSON"
"3709126";0;114.34;"8715946668833";;"EPSON Singlepack Orange T44QA40 UltraChrome PRO 12 350ml";0.570;"C13T44QA40";"Impressão, Digitalização e Consumíveis";"EPSON"
"3709127";0;114.34;"8715946668840";;"EPSON Singlepack Green T44QB40 UltraChrome PRO 12 350ml";0.580;"C13T44QB40";"Impressão, Digitalização e Consumíveis";"EPSON"
"3709128";0;114.34;"8715946668857";;"EPSON Singlepack Violet C13T44QD40 UltraChrome PRO 12 350ml";0.570;"C13T44QD40";"Impressão, Digitalização e Consumíveis";"EPSON"
"3721437";0;20.5;;;"LENOVO ThinkPlus ePac Y Onsite upgrade from 2Y Depot/CCI delivery";0.001;"5WS0Q97825";"Garantias e Serviços";"LENOVO"
"3733767";79;6.84;"6935364050368";;"TP-LINK TL-WN821N TP-Link TL-WN821N card network wireless b/g/n USB 300Mb TL-WN821N";0.140;"TL-WN821N";"Rede e Casa Inteligente";"TP-LINK"
"3733787";61;3.79;"6957939000363";;"TP-LINK MS105 Mercusys MS105 5-Port 10/100Mbps Desktop Switch";0.418;"MS105";"Rede e Casa Inteligente";"TP-LINK"
"3733788";98;5.05;"6957939000387";;"TPLINK MS108 Mercusys MS108 8-Port 10/100Mbps Desktop Switch";0.418;"MS108";"Rede e Casa Inteligente";"TP-LINK"
"3733791";81;5.05;"6957939000349";;"TP-LINK MW300UM Mercusys MW300UM 300Mbps Wireless N Mini USB Adapter Mini Size USB 2.0";0.418;"MW300UM";"Rede e Casa Inteligente";"TP-LINK"
"3735797";0;5157.46;"731304308515";;"APC SRT6KRMXLI Smart-UPS SRT 6000VA RM 230V";60.230;"SRT6KRMXLI";"Servidor, Armazenamento e UPS";"APC"
"3735798";0;6655.56;"731304304296";;"APC SRT8KRMXLI APC Smart-UPS SRT 8kVA RM 230V";60.230;"SRT8KRMXLI";"Servidor, Armazenamento e UPS";"APC"
"3735799";0;1679.03;"731304301776";;"APC Smart-UPS SRT 192V 5kVA and 6kVA RM Battery Pack-SRT192RMBP";32.740;"SRT192RMBP";"Servidor, Armazenamento e UPS";"APC"
"3735801";0;2992.54;"731304317647";;"APC SRT3000RMXLI Smart-UPS SRT 3000VA RM 230V";60.230;"SRT3000RMXLI";"Servidor, Armazenamento e UPS";"APC"
"3755124";29;11.14;"765441642690";;"TEAM GROUP TED48G2666C19-S01 DDR4 8GB 2666MHz CL19 SODIMM 1.2V";0.033;"TED48G2666C19-S01";"Componentes";"TEAM GROUP"
"3764272";0;63.18;"6935364083571";;"TP-LINK EAP225-outdoor Gigabit AC1350 PoE AccessPoint Omada ceiling/wall mount MU-MIMO Omada SDN";0.770;"EAP225-OUTDOOR";"Rede e Casa Inteligente";"TP-LINK"
"3764305";46;34.75;"6935364088873";;"TP-LINK Archer C80 AC1900 Dual band Wireless 802.11ac Gbit router 4xLAN MU-MIMO";0.815;"ARCHER C80";"Rede e Casa Inteligente";"TP-LINK"
"3764306";24;12.64;"6935364084097";;"TP-LINK TL-WR850N WiFi N300 router 4xLAN 1xWAN - ISP dedicated";0.330;"TL-WR850N(ISP)";"Rede e Casa Inteligente";"TP-LINK"
"3772793";0;12.61;"8715946153964";;"Tinteiro EPSON SJIC7(B) Azul - TM-J7100";0.150;"C33S020404";"Impressão, Digitalização e Consumíveis";"EPSON"
"3775098";0;129.88;"731304016359";;"UPS APC Back-UPS CS 500VA USB/Serial - BK500EI";7.050;"BK500EI";"Servidor, Armazenamento e UPS";"APC"
"3776524";0;203.3;"740617305142";;"KINGSTON 64GB DDR4 3200MHz Reg ECC Module";0.035;"KTD-PE432/64G";"Componentes";"KINGSTON"
"3777106";30;7.37;"6935364050467";;"TP-LINK TL-WN722N adapter USB Wireless 802.11n/150Mbps";0.250;"TL-WN722N";"Rede e Casa Inteligente";"TP-LINK"
"3777108";67;5.27;"6935364050719";;"TP-LINK N150 WLAN Nano USB Adapter 802.11b/g/n USB 2.0 Port Software-WPS";0.070;"TL-WN725N";"Rede e Casa Inteligente";"TP-LINK"
"3777271";125;6.53;"6935364020064";;"TP-LINK TL-SF1005D Desktop Switch 5x10/100Mbps";0.340;"TL-SF1005D";"Rede e Casa Inteligente";"TP-LINK"
"3777277";1;63.18;"6935364020620";;"TP-LINK TL-SG1024D desktop Switch 24x 10/100/1000Mbps RJ45 metal energy-efficient";2.250;"TL-SG1024D";"Rede e Casa Inteligente";"TP-LINK"
"3777278";11;65.29;"6935364020101";;"TP-LINK TL-SG1024 19inch RM Switch 24x 10/100/1000Mbps RJ45";2.700;"TL-SG1024";"Rede e Casa Inteligente";"TP-LINK"
"3777288";37;24.22;"6935364030445";;"TP-LINK MC210CS Gigabit Media Converter 1000TX/1000FX SM SC 15km";0.460;"MC210CS";"Rede e Casa Inteligente";"TP-LINK"
"3777290";5;20.01;"6935364030414";;"TP-LINK MC111CS WDM Media Converter 100FX SM SC 20km TX/RX:1550/1310nm";0.480;"MC111CS";"Rede e Casa Inteligente";"TP-LINK"
"3777299";47;12.64;"6935364030216";;"TP-LINK TL-SM311LS Gigabit Single-mode MiniGBIC/SFP LC Module 10km";0.120;"TL-SM311LS";"Rede e Casa Inteligente";"TP-LINK"
"3777318";26;13.69;"6935364030520";;"TP-LINK TL-SM321B 1000Base-BX WDM SFP LC SM Module 10km TX/RX:1310/1550nm";0.120;"TL-SM321B";"Rede e Casa Inteligente";"TP-LINK"
"3777320";301;12.64;"6935364070199";;"TP-LINK TL-WA850RE Wireless Range Extender 802.11b/g/n 300Mbps Wall-Plug";0.280;"TL-WA850RE";"Rede e Casa Inteligente";"TP-LINK"
"3777325";8;54.76;"6935364021269";;"TP-LINK TL-SG1016DE Easy Smart Gigabit Switch 16x10/100/1000Mbps MTU/Port/Tag-based VLAN";2.300;"TL-SG1016DE";"Rede e Casa Inteligente";"TP-LINK"
"3777328";8;41.07;"6935364070922";;"TP-LINK CPE510 Outdoor High Power Wireless AP N300 5GHz 802.11a/n WISP 13dBi";0.900;"CPE510";"Rede e Casa Inteligente";"TP-LINK"
"3777352";8;38.96;"6935364094744";;"TP-LINK TL-SG108PE PoE+ Easy Smart Switch 8x10/100/1000Mbps 4xPoE+ 64W budget";1.950;"TL-SG108PE";"Rede e Casa Inteligente";"TP-LINK"
"3777362";9;34.75;"6935364097752";;"TP-LINK EAP110-outdoor Outdoor Wireless 802.11n/300Mbps Pas.PoE AccessPoint ceiling mount Omada SDN";0.770;"EAP110-OUTDOOR";"Rede e Casa Inteligente";"TP-LINK"
"3777371";5;102.14;"6935364098865";;"TP-LINK TL-SG1016PE Gigabit switch 16x10/100/1000 8x PoE+ 110W Steel case";1.950;"TL-SG1016PE";"Rede e Casa Inteligente";"TP-LINK"
"3777378";0;27.38;"6935364083212";;"TP-LINK TL-SG1005P PoE Switch 5x10/100/1000Mbps 4x PoE 56W budget steel case";1.950;"TL-SG1005P";"Rede e Casa Inteligente";"TP-LINK"
"3777385";45;75.82;"6935364084233";;"TP-LINK OC200 Omada Cloud Controller centralized management for EAP 2x RJ45 1x USB 1x microUSB or PoE 802.3af Omada SDN";0.770;"OC200";"Rede e Casa Inteligente";"TP-LINK"
"3777387";95;10.53;"6935364099978";;"TP-LINK Archer T2U Nano WiFi AC600 DualBand USB 2.0 Nano adapter Wireless 802.11a/n";0.550;"ARCHER T2U NANO";"Rede e Casa Inteligente";"TP-LINK"
"3777439";1;28.78;"4977766801102";;"BROTHER P-Touch PT-P300BT Label printer Up to 12mm 180dpi 20mm/sec Bluetooth 2.1 EDR Cutter";0.827;"PTP300BTRE1";"Impressão, Digitalização e Consumíveis";"BROTHER"
"3777466";0;183.69;"5014047600296";;"BROTHER Premium Resin Black 300m";4.350;"BRP1D300110";"Impressão, Digitalização e Consumíveis";"BROTHER"
"3777523";0;1343.41;"8806098544769";;"LG HU70LS DLP-LASER 4K UHD 3840x2160 1500lms 20000h 150000:1 webOS 4.5 HDMI RJ45 USB-C HP 3W";5.130;"HU70LS.AEU";"Audio, Video, Monitores e TV";"LG"
"3777662";0;216.3;;;"LENOVO ThinkPlus ePac 3Y Premier + 3Y ADP+ 3Y KYD+ 3Y SBTY+ 3Y TICRU";0.001;"5PS0Y75658";"Garantias e Serviços";"LENOVO"
"3777666";0;167.89;;;"LENOVO ThinkPlus ePac 3Y Premier + 3Y ADP + 3Y KYD + 3Y TICRU";0.001;"5PS0Y75665";"Garantias e Serviços";"LENOVO"
"3778284";0;111.24;;;"LENOVO ThinkPlus ePac 4Y Premium Care with Onsite upgrade from 2Y Depot/CCI";0.001;"5WS0W36595";"Garantias e Serviços";"LENOVO"
"3778286";0;167.89;;;"LENOVO ThinkPlus ePac 4Y Premium Care with Onsite upgrade from 2Y Depot/CCI";0.001;"5WS0W36589";"Garantias e Serviços";"LENOVO"
"3779478";0;332.18;"786689166564";;"EATON 9E1000I 1000VA/800W tower 4 x C13";40.630;"9E1000I";"Servidor, Armazenamento e UPS";"EATON"
"3779479";0;2068.3;"743172067678";;"UPS EATON On-Line 9E 10000I - 9E10Ki";96.130;"9E10KI";"Servidor, Armazenamento e UPS";"EATON"
"3779482";0;686.93;"786689166595";;"EATON 9E3000IXL 9E 3000VA/2400W tower 6 x C13 + 1 x C19 without batteries";40.630;"9E3000IXL";"Servidor, Armazenamento e UPS";"EATON"
"3779483";0;442.9;"786689166632";;"EATON 9EEBM72 Cabinet suplimentar de baterii pt. 9E2000I si 9E3000I";40.630;"9EEBM72";"Servidor, Armazenamento e UPS";"EATON"
"3779504";0;860;"743172090959";;"EATON 9SX1000IR 9SX 1000VA/900W Rack2U";21.200;"9SX1000IR";"Servidor, Armazenamento e UPS";"EATON"
"3779505";0;1192.18;"743172090966";;"EATON 9SX1500IR 9SX 1500VA/1350W Rack2U";23.700;"9SX1500IR";"Servidor, Armazenamento e UPS";"EATON"
"3779506";0;1489.95;"743172090973";;"EATON 9SX2000IR 9SX 2000VA/1800W Rack2U";32.800;"9SX2000IR";"Servidor, Armazenamento e UPS";"EATON"
"3779628";60;11.58;"6935364050856";;"TP-LINK Archer T2U TP-Link AC600 Adaptor USB Wireless Dual Band";0.130;"ARCHER T2U";"Rede e Casa Inteligente";"TP-LINK"
"3779630";98;13.69;"6935364083830";;"TP-LINK AC1300 Mini Wireless MU-MIMO USB Adapter";0.104;"ARCHER T3U";"Rede e Casa Inteligente";"TP-LINK"
"3779653";0;608.69;"8715946660813";;"Epson Scanner DS-870, A3, sheetfed, 600x600dpi, ADF Single Pass, duplex, USB";4.950;"B11B250401";"Impressão, Digitalização e Consumíveis";"EPSON"
"3779768";25;8.97;"8715946643311";;"Recarga de Tinta EPSON Serie 106 Ciano (70ml) - EcoTank 7700/7750";0.129;"C13T00R240";"Impressão, Digitalização e Consumíveis";"EPSON"
"3779793";1;46.64;"8715946645339";;"Tinteiro EPSON T9444 Amarelo L - WorkForce Pro WF-C5xxx";0.150;"C13T944440";"Impressão, Digitalização e Consumíveis";"EPSON"
"3779907";5;11.88;"4977766628143";;"BROTHER DK11202 Brother szallitmanyozoi etikett 62x100mm, 300/tekercs";1.000;"DK11202";"Impressão, Digitalização e Consumíveis";"BROTHER"
"3779910";27;6.48;"4977766628181";;"BROTHER DK22210 Continuous Paper Tape 29mm x 30.48m";0.236;"DK22210";"Impressão, Digitalização e Consumíveis";"BROTHER"
"3779913";8;5.84;"4977766628525";;"BROTHER DK22214 Brother szalagcimke 12mm, feher";1.000;"DK22214";"Impressão, Digitalização e Consumíveis";"BROTHER"
"3779914";17;12.44;"4977766635127";;"BROTHER DK44205 Brother szalagcimke, nem tapad, 62mm, feher";1.000;"DK44205";"Impressão, Digitalização e Consumíveis";"BROTHER"
"3779915";0;13.63;"4977766635158";;"BROTHER DK44605 Brother szalagcimke, nem tapad, 62mm, sarga";1.000;"DK44605";"Impressão, Digitalização e Consumíveis";"BROTHER"
"3779921";5;61.88;"4977766739047";;"BROTHER DR2300 Drum unit ptr HLL23xx/ DCPL25xx/ MFCL27xx - 12.000 pagini";0.600;"DR2300";"Impressão, Digitalização e Consumíveis";"BROTHER"
"3779923";1;80.81;"4977766718523";;"BROTHER DR241CL Drum unit - 15.000 pagini";2.050;"DR241CL";"Impressão, Digitalização e Consumíveis";"BROTHER"
"3779925";1;113.72;"4977766708944";;"BROTHER DR3300 Drum unit - 30.000 pagini";1.000;"DR3300";"Impressão, Digitalização e Consumíveis";"BROTHER"
"3779926";6;124.28;"4977766755757";;"BROTHER DR3400 Drum unit - 30.000 pagini";0.950;"DR3400";"Impressão, Digitalização e Consumíveis";"BROTHER"
"3780042";8;26.33;"6935364096939";;"TP-LINK EAP115 300Mbps Wireless N Ceiling Mount Access Point";1.063;"EAP115";"Rede e Casa Inteligente";"TP-LINK"
"3780059";0;256.93;"743172437952";;"UPS EATON Ellipse PRO 1200 IEC";11.100;"ELP1200IEC";"Servidor, Armazenamento e UPS";"EATON"
"3780601";2;71.13;"5014047562662";;"Tinteiro BROTHER LC1280XLVALBP Pack 4 Cores XL - MFC-J6510DW/J6710...";0.305;"LC1280XLVALBP";"Impressão, Digitalização e Consumíveis";"BROTHER"
"3780608";8;46.35;"5014047566851";;"Tinteiro BROTHER LC223VALBP Pack 4 Cores - MFC-J4420DW/4625DW";1.000;"LC223VALBP";"Impressão, Digitalização e Consumíveis";"BROTHER"
"3781038";0;100.92;"4977766752435";;"BROTHER PABT002 Battery Li-ion PJ-7xx";0.252;"PABT002";"Impressão, Digitalização e Consumíveis";"BROTHER"
"3781525";24;28.37;"4716659385066";;"ASUS SDRW-08D2S-U LITE/BLK/G/AS External DRW Asus SDRW-08D2S-U USB Encryption Black Retail";0.400;"SDRW-08D2S-U LITE/BLK/G/AS";"Componentes";"ASUS"
"3781554";14;48.41;"740617300253";;"KINGSTON SKC600/512G Kingston SSD 512GB KC600 SATA3 2.5";0.100;"SKC600/512G";"Componentes";"KINGSTON"
"3781668";144;8.42;"6935364001049";;"TP-LINK Gigabit PCI-E Network Adapter";0.200;"TG-3468";"Rede e Casa Inteligente";"TP-LINK"
"3781685";58;18.95;"6935364082345";;"TP-LINK TL-MR3020 Wireless N150 3G/3.75 UMTS/HSPA/EVDO router 1xLAN/WAN 1xUSB";0.307;"TL-MR3020";"Rede e Casa Inteligente";"TP-LINK"
"3781696";35;7.9;"6935364020071";;"TP-LINK 8-port 10/100M mini Desktop Switch 8 10/100M RJ45 ports Plastic case";0.407;"TL-SF1008D";"Rede e Casa Inteligente";"TP-LINK"
"3781698";15;21.06;"6935364020293";;"TP-LINK TL-SF1016D 16-port 10/100M Desktop Switch16 10/100M RJ45 ports Plastic case";0.780;"TL-SF1016D";"Rede e Casa Inteligente";"TP-LINK"
"3781711";0;45.28;"6935364020613";;"TP-LINK TL-SG1016D 16-port Gigabit Desktop/Rackmount Switch 16 10/100/1000M RJ45 ports";2.538;"TL-SG1016D";"Rede e Casa Inteligente";"TP-LINK"
"3781720";41;14.22;"6935364022037";;"TP-LINK TL-SG105E 5-Port Gigabit Easy Smart Switch Desktop";0.460;"TL-SG105E";"Rede e Casa Inteligente";"TP-LINK"
"3781722";19;20.01;"6935364021856";;"TP-LINK TL-SG108E Easy Smart Switch 8x10/100/1000Mbps Metal case IEEE 802.1p";0.590;"TL-SG108E";"Rede e Casa Inteligente";"TP-LINK"
"3781723";131;17.9;"6935364083526";;"TP-LINK TL-SG108S 8-Port Desktop Gigabit Ethernet Switch Steel Case";1.000;"TL-SG108S";"Rede e Casa Inteligente";"TP-LINK"
"3781724";6;52.65;"6935364084301";;"TP-LINK TL-SG116E 16-Port Gigabit Easy Smart Switch 16 Gigabit RJ45 Ports Desktop Steel";15.900;"TL-SG116E";"Rede e Casa Inteligente";"TP-LINK"
"3781742";2;12.64;"6935364030209";;"TP-LINK TL-SM311LM Gigabit SFP module Multi-mode MiniGBIC LC interface Up to 550/275m";0.190;"TL-SM311LM";"Rede e Casa Inteligente";"TP-LINK"
"3781752";23;12.11;"6935364071325";;"TP-LINK TL-WA854RE WiFi Range Extender 300Mbps wall-plug no RJ45 no AP mode 2x int.antenna";0.240;"TL-WA854RE";"Rede e Casa Inteligente";"TP-LINK"
"3781758";14;16.64;"6935364071158";;"TP-LINK TL-WA860RE Wireless Range Extender 802.11b/g/n 300Mbps, Wall-Plug";0.395;"TL-WA860RE";"Rede e Casa Inteligente";"TP-LINK"
"3781766";33;7.37;"6935364050511";;"TP-LINK 150Mbps Wi-Fi PCI Express Adapter Qualcomm 2.4GHz 802.11b/g/n";1.000;"TL-WN781ND";"Rede e Casa Inteligente";"TP-LINK"
"3781770";5;10;"6935364050542";;"TP-LINK 300Mbps High Gain Wireless USB Adapter";0.280;"TL-WN822N";"Rede e Casa Inteligente";"TP-LINK"
"3781796";8;33.81;"4977766682800";;"BROTHER TN2210 Toner black - 1.200 pagini";0.907;"TN2210";"Impressão, Digitalização e Consumíveis";"BROTHER"
"3781801";14;54.5;"4977766738989";;"BROTHER TN2320 Toner black pentru HLL23xx/ DCPL25xx/MFCL27xx - 2.600 pagini";0.650;"TN2320";"Impressão, Digitalização e Consumíveis";"BROTHER"
"3781803";8;53.57;"4977766718387";;"BROTHER TN241BK Toner black ptr HL3140CW/3150/3170/DCP9020/MFC9140CDN - 2.500 pg";0.650;"TN241BK";"Impressão, Digitalização e Consumíveis";"BROTHER"
"3781804";8;53.12;"4977766718400";;"BROTHER TN241C Toner cyan ptr HL3140CW/3170CDW/DCP9020CN/MFC9140CDN - 1.400 pag";0.775;"TN241C";"Impressão, Digitalização e Consumíveis";"BROTHER"
"3781805";6;53.12;"4977766718424";;"BROTHER TN241M Toner magenta ptr HL3140CW/3150/3170/DCP9020/MFC9140CDN 1.400 pg";0.778;"TN241M";"Impressão, Digitalização e Consumíveis";"BROTHER"
"3781806";10;53.12;"4977766718448";;"BROTHER TN241Y Toner yellow ptr HL3140CW/3150/3170/DCP9020/MFC9140CDN - 1.400 p";0.772;"TN241Y";"Impressão, Digitalização e Consumíveis";"BROTHER"
"3781808";1;73.12;"4977766718462";;"BROTHER TN245C Toner cyan ptr HL3140CW/3150/3170/DCP9020/MFC9140CDN - 2.200 pag";0.788;"TN245C";"Impressão, Digitalização e Consumíveis";"BROTHER"
"3781813";3;50.36;"4977766734967";;"BROTHER TN321BK Toner black ptr HLL8250CDN/8350CDW - 2.500 pagini";0.850;"TN321BK";"Impressão, Digitalização e Consumíveis";"BROTHER"
"3781816";3;100.06;"4977766708906";;"BROTHER TN3380 Toner black ptr HL5440D/5450DN/5470DW/HL6180DW/DCP8110DN/DCP8250D";0.722;"TN3380";"Impressão, Digitalização e Consumíveis";"BROTHER"
"3781818";5;61.7;"4977766755641";;"BROTHER TN3430 Toner black - 3.000 pagini";1.050;"TN3430";"Impressão, Digitalização e Consumíveis";"BROTHER"
"3781821";3;149.33;"4977766755672";;"BROTHER TN3520 Toner black ptr HLL6400DW/MFCL6900DW - 20.000 pagini";1.807;"TN3520";"Impressão, Digitalização e Consumíveis";"BROTHER"
"3781917";8;15.04;"4977766692670";;"BROTHER TZES251 Tape Brother 24mm BLACK ON WHITE ADHESIVE TAPE";1.000;"TZES251";"Impressão, Digitalização e Consumíveis";"BROTHER"
"3781946";34;7.37;"6935364094614";;"TP-LINK UE200 Adaptor USB 2.0 Ethernet 100Mbps";1.050;"UE200";"Rede e Casa Inteligente";"TP-LINK"
"3781957";27;7.9;"6935364091477";;"TP-LINK Adaptor USB 3.0 4-Port Portable Hub";1.090;"UH400";"Periféricos e Acessórios";"TP-LINK"
"3782858";0;13.46;"8595611703317";;"I-TEC USB C DisplayPort Cable Adapter 4K 60 Hz 200cm compatible with Thunderbolt 3";0.105;"C31CBLDP60HZ2M";"Audio, Video, Monitores e TV";"I-TEC"
"3783057";0;15.99;"8595611703324";;"I-TEC USB C HDMI Cable Adapter 4K 60 Hz 200cm compatible with Thunderbolt 3";0.100;"C31CBLHDMI60HZ2M";"Audio, Video, Monitores e TV";"I-TEC"
"3783196";1;22.77;"8595611703362";;"I-TEC Thunderbolt 3 Class Cable 40Gbit/s 100W Power Delivery USB-C compatible 150cm";0.080;"TB3CBL150CM";"Periféricos e Acessórios";"I-TEC"
"3784819";0;21.68;"4718017254731";;"ASUS RT-AC1200 V2 Dual-band Router";0.700;"90IG0550-BM3400";"Rede e Casa Inteligente";"ASUS"
"3785000";1;198.64;"8715946670362";;"EPSON EcoTank ET-M2120 MFP Mono B/W ink-jet A4 15ppm print 150 sheets USB Wi-Fi white";6.350;"C11CJ18401";"Impressão, Digitalização e Consumíveis";"EPSON"
"3785001";0;3285.14;"734646652698";;"LEXMARK CX920de MFP Laser Color 25ppm";124.800;"32C0356";"Impressão, Digitalização e Consumíveis";"LEXMARK"
"3785865";0;47.59;;;"LENOVO ThinkPlus ePac 4Y Depot/CCI upgrade from 2Y Depot/CCI";0.001;"5WS0W28631";"Garantias e Serviços";"LENOVO"
"3786257";0;63.29;"193905566341";;"HP USB-C Travel Hub G2";0.145;"7PJ38AA";"Periféricos e Acessórios";"HP INC."
"3787238";0;1813.32;"731304402619";;"APC Smart-UPS Line-Interactive Lithium Ion Short Depth 1500VA 230V with SmartConnect";26.000;"SMTL1500RMI3UC";"Servidor, Armazenamento e UPS";"APC"
"3788892";0;15277;"4713213516508";;"QNAP ES2486dc-2142IT-128G 24-Bay Enterprise ZFS NAS SAS 12G/6G Xeon D-2142IT 128GB RAM 7-LAN 4 SFP+ 3 RJ45 for Each Controller";27.170;"ES2486DC-2142IT-128G";"Servidor, Armazenamento e UPS";"QNAP SYSTEMS"
"3788893";0;13479.6;"4713213516515";;"QNAP ES2486dc-2142IT-96G 24-Bay Enterprise ZFS NAS SAS 12G/6G Xeon D-2142IT 96GB RAM 7-LAN 4 SFP+ 3 RJ45 for Each Controller";27.500;"ES2486DC-2142IT-96G";"Servidor, Armazenamento e UPS";"QNAP SYSTEMS"
"3806724";3;156.63;"740617304350";;"KINGSTON 2048GB SSD KC600 SATA3 2.5inch";0.060;"SKC600/2048G";"Componentes";"KINGSTON"
"3807307";98;3.28;"4712847096431";;"HP v212w USB Stick 64GB Sliding Design";0.015;"HPFD212B-64";"Componentes";"PNY"
"3807308";135;4.52;"4712847096448";;"HP v212w USB Stick 128GB Sliding Design";0.016;"HPFD212B-128";"Componentes";"PNY"
"3807309";0;3.09;"4712847094062";;"HP v222w USB Stick 64GB Sleek and Slim Design";0.010;"HPFD222W-64";"Componentes";"PNY"
"3807320";191;4.01;"4712847090972";;"HP x755w USB Stick 64GB Capless design";0.010;"HPFD755W-64";"Componentes";"PNY"
"3807321";180;5.73;"4712847091450";;"HP x755w USB Stick 128GB Capless design";0.020;"HPFD755W-128";"Componentes";"PNY"
"3807328";0;2.96;"4712847096424";;"HP v212w USB Stick 32GB Sliding Design";0.015;"HPFD212B-32";"Componentes";"PNY"
"3807329";0;3.03;"4712847094055";;"HP v222w USB Stick 32GB Sleek and Slim Design";0.005;"HPFD222W-32";"Componentes";"PNY"
"3807330";98;3.54;"4712847090965";;"HP x755w USB Stick 32GB Capless design";0.010;"HPFD755W-32";"Componentes";"PNY"
"3808229";1;54.97;"740617305975";;"KINGSTON 32GB 3200MHz DDR4 Non-ECC CL22 DIMM 2Rx8";0.031;"KVR32N22D8/32";"Componentes";"KINGSTON"
"3817578";0;2279.07;"8715946676562";;"EPSON WorkForce DS-30000 Document scanner Contact Image Sensor CIS Duplex A3 600x600dpi 70ppm ADF 120sheets 30000scans/d USB 3.0";7.500;"B11B256401";"Impressão, Digitalização e Consumíveis";"EPSON"
"3817579";0;2810.55;"8715946676548";;"EPSON Scanner WorkForce DS-32000";8.500;"B11B255401";"Impressão, Digitalização e Consumíveis";"EPSON"
"3817616";14;26.66;"8713439233957";;"TRUST GXT764 GLIDE-FLEX RGB XXL MOUSEPAD";0.958;"23395";"Gaming";"TRUST"
"3817617";53;19.68;"8713439235074";;"TRUST VERRO ERGO WL MOUSE";0.200;"23507";"Periféricos e Acessórios";"TRUST"
"3817903";0;752.35;"4713213516171";;"QNAP TL-R1200C-RP 12-bay 2U rackmount USB-C 3.1 Gen2 10Gbps JBOD expansion unit";14.530;"TL-R1200C-RP";"Servidor, Armazenamento e UPS";"QNAP SYSTEMS"
"3818412";0;149.34;;;"KASPERSKY Small Office Security for Desktops Mobiles and File Servers European Edition 7-Mobile device 7-Desktop 1-FileServer 1Y Lic";0.001;"KL4541XCGFS";"Software e Cloud";"KASPERSKY LAB"
"3818495";0;12.82;"8715946674704";;"EPSON 4LB 113 EcoTank Pigment Black ink bottle";0.210;"C13T06B140";"Impressão, Digitalização e Consumíveis";"EPSON"
